X_实时推理GPU需求_等效GPU,Y_实时推理执行时长_分钟,X_批量推理GPU需求_等效GPU,Y_批量推理执行时长_分钟,X_AI训练GPU需求_等效GPU,Y_AI训练执行时长_分钟
4,113,5.0,257.0,87.0,384.0
4,81,12.0,343.0,61.0,389.0
7,120,19.0,373.0,96.0,301.0
1,203,5.0,324.0,116.0,160.0
5,335,15.0,263.0,124.0,390.0
5,170,14.0,72.0,79.0,36.0
5,221,11.0,99.0,70.0,157.0
7,252,19.0,293.0,24.0,397.0
6,111,8.0,204.0,73.0,309.0
6,284,18.0,284.0,49.0,146.0
6,381,16.0,30.0,50.0,350.0
6,385,7.0,233.0,76.0,348.0
6,60,5.0,327.0,31.0,254.0
1,98,23.0,338.0,111.0,56.0
5,125,9.0,248.0,65.0,340.0
6,84,18.0,157.0,31.0,325.0
7,35,23.0,135.0,55.0,342.0
3,357,14.0,287.0,95.0,169.0
6,102,13.0,203.0,105.0,331.0
1,367,20.0,153.0,91.0,210.0
6,329,13.0,395.0,25.0,235.0
6,219,13.0,269.0,75.0,330.0
1,339,15.0,305.0,66.0,395.0
3,262,6.0,378.0,81.0,21.0
3,253,23.0,293.0,116.0,368.0
3,292,12.0,51.0,60.0,31.0
6,165,18.0,255.0,93.0,345.0
7,40,15.0,82.0,76.0,226.0
2,264,19.0,48.0,35.0,204.0
6,258,13.0,343.0,38.0,374.0
6,268,8.0,225.0,124.0,326.0
7,219,17.0,137.0,30.0,178.0
1,104,15.0,45.0,20.0,292.0
2,31,19.0,158.0,93.0,52.0
4,128,11.0,240.0,112.0,296.0
5,206,17.0,346.0,114.0,92.0
3,387,10.0,297.0,125.0,297.0
5,76,11.0,260.0,40.0,334.0
7,184,23.0,142.0,16.0,105.0
1,343,12.0,335.0,90.0,63.0
5,24,16.0,150.0,103.0,63.0
1,21,16.0,95.0,105.0,108.0
2,150,16.0,52.0,35.0,202.0
2,328,22.0,209.0,18.0,172.0
4,311,16.0,146.0,124.0,82.0
1,127,13.0,20.0,107.0,120.0
2,310,9.0,229.0,57.0,249.0
7,123,4.0,241.0,41.0,308.0
2,383,11.0,61.0,35.0,220.0
4,298,10.0,368.0,127.0,277.0
4,46,7.0,163.0,94.0,276.0
6,135,8.0,318.0,111.0,16.0
7,94,12.0,288.0,125.0,20.0
2,74,21.0,244.0,40.0,38.0
6,155,13.0,190.0,98.0,343.0
2,349,13.0,390.0,32.0,217.0
5,186,5.0,141.0,60.0,119.0
1,34,7.0,80.0,102.0,16.0
3,399,21.0,198.0,65.0,317.0
4,246,7.0,26.0,48.0,245.0
4,135,10.0,48.0,58.0,227.0
1,345,10.0,266.0,44.0,364.0
5,361,16.0,79.0,120.0,39.0
7,39,22.0,104.0,45.0,212.0
7,18,13.0,238.0,81.0,277.0
5,163,15.0,38.0,109.0,27.0
5,285,4.0,199.0,59.0,161.0
7,120,10.0,181.0,27.0,164.0
1,108,15.0,195.0,54.0,255.0
5,173,21.0,378.0,30.0,189.0
5,296,5.0,392.0,26.0,388.0
6,195,19.0,176.0,21.0,34.0
4,92,13.0,38.0,64.0,159.0
2,200,18.0,15.0,57.0,339.0
3,43,15.0,303.0,30.0,132.0
4,15,7.0,94.0,126.0,348.0
2,143,19.0,204.0,82.0,145.0
6,340,12.0,122.0,86.0,235.0
6,396,8.0,10.0,25.0,217.0
3,198,17.0,378.0,58.0,293.0
7,337,20.0,163.0,47.0,146.0
3,228,17.0,343.0,95.0,103.0
6,181,12.0,386.0,62.0,85.0
7,132,14.0,34.0,126.0,212.0
3,108,22.0,164.0,34.0,318.0
4,377,5.0,15.0,60.0,225.0
1,125,16.0,206.0,120.0,60.0
7,59,21.0,347.0,70.0,357.0
2,256,14.0,223.0,34.0,388.0
5,265,22.0,85.0,41.0,107.0
5,47,6.0,89.0,21.0,124.0
6,218,19.0,182.0,124.0,99.0
5,98,17.0,245.0,102.0,110.0
6,94,14.0,361.0,107.0,37.0
2,141,18.0,322.0,81.0,268.0
2,331,10.0,356.0,114.0,161.0
6,336,16.0,97.0,34.0,250.0
3,68,22.0,177.0,50.0,10.0
6,122,22.0,144.0,108.0,220.0
5,304,9.0,146.0,104.0,143.0
3,259,21.0,143.0,120.0,48.0
3,257,16.0,151.0,110.0,13.0
2,343,14.0,235.0,30.0,317.0
2,193,19.0,338.0,17.0,22.0
3,137,15.0,43.0,19.0,118.0
4,337,23.0,97.0,89.0,104.0
6,256,23.0,338.0,120.0,76.0
5,330,7.0,281.0,127.0,375.0
5,25,23.0,139.0,28.0,46.0
6,336,10.0,329.0,89.0,82.0
6,370,10.0,160.0,65.0,245.0
5,207,17.0,188.0,107.0,384.0
3,399,20.0,162.0,114.0,84.0
4,291,16.0,368.0,99.0,334.0
1,45,17.0,367.0,98.0,324.0
5,201,7.0,39.0,75.0,391.0
5,64,22.0,219.0,126.0,153.0
2,96,16.0,16.0,103.0,333.0
5,44,17.0,99.0,30.0,44.0
7,352,22.0,121.0,98.0,153.0
5,106,11.0,205.0,126.0,241.0
7,323,6.0,396.0,44.0,346.0
1,279,20.0,398.0,41.0,124.0
4,135,17.0,88.0,63.0,63.0
3,179,9.0,280.0,111.0,68.0
4,329,11.0,396.0,86.0,394.0
5,98,18.0,370.0,124.0,16.0
1,126,23.0,278.0,90.0,382.0
6,225,15.0,386.0,48.0,72.0
2,350,6.0,315.0,115.0,196.0
1,166,20.0,282.0,76.0,104.0
7,280,10.0,399.0,113.0,361.0
5,307,20.0,334.0,16.0,88.0
3,85,22.0,174.0,108.0,201.0
3,64,12.0,109.0,29.0,356.0
4,55,4.0,106.0,76.0,31.0
6,153,4.0,141.0,84.0,25.0
6,163,4.0,115.0,119.0,206.0
2,208,9.0,299.0,101.0,166.0
5,72,21.0,65.0,19.0,91.0
4,278,20.0,27.0,120.0,237.0
6,391,6.0,295.0,76.0,88.0
3,93,14.0,135.0,33.0,191.0
7,78,5.0,40.0,113.0,205.0
3,201,22.0,228.0,33.0,272.0
7,275,7.0,201.0,55.0,202.0
4,373,14.0,386.0,83.0,61.0
2,154,10.0,344.0,24.0,341.0
3,232,20.0,335.0,80.0,378.0
3,277,12.0,160.0,39.0,92.0
7,363,14.0,114.0,44.0,51.0
2,223,23.0,15.0,32.0,216.0
6,134,10.0,80.0,125.0,65.0
2,133,22.0,213.0,34.0,300.0
4,352,19.0,41.0,16.0,350.0
2,303,7.0,208.0,123.0,63.0
6,53,4.0,83.0,55.0,74.0
7,387,9.0,353.0,74.0,190.0
6,60,8.0,139.0,49.0,215.0
5,391,12.0,346.0,111.0,11.0
1,313,20.0,315.0,25.0,134.0
5,27,21.0,161.0,99.0,248.0
7,238,13.0,110.0,60.0,288.0
3,119,15.0,214.0,38.0,344.0
4,148,8.0,28.0,106.0,78.0
1,51,17.0,347.0,53.0,343.0
3,238,6.0,317.0,47.0,91.0
5,27,20.0,275.0,105.0,167.0
7,291,19.0,242.0,75.0,83.0
3,160,4.0,130.0,30.0,164.0
7,113,17.0,295.0,125.0,139.0
4,366,20.0,227.0,127.0,177.0
1,334,20.0,313.0,89.0,283.0
1,65,5.0,285.0,60.0,26.0
3,180,15.0,331.0,110.0,347.0
5,191,22.0,53.0,35.0,116.0
2,72,17.0,201.0,105.0,35.0
1,183,22.0,57.0,104.0,163.0
1,208,6.0,78.0,64.0,328.0
1,89,12.0,396.0,61.0,198.0
1,36,11.0,386.0,69.0,138.0
6,123,14.0,337.0,73.0,357.0
3,202,7.0,206.0,21.0,157.0
4,94,22.0,392.0,82.0,77.0
1,67,15.0,11.0,41.0,11.0
1,317,17.0,251.0,113.0,291.0
7,315,15.0,176.0,36.0,75.0
2,104,10.0,138.0,121.0,96.0
7,228,10.0,298.0,94.0,288.0
5,321,17.0,41.0,74.0,192.0
6,381,14.0,235.0,115.0,281.0
4,34,23.0,391.0,115.0,27.0
5,181,10.0,298.0,27.0,132.0
7,207,5.0,300.0,42.0,313.0
3,96,15.0,352.0,38.0,302.0
7,51,15.0,43.0,108.0,26.0
6,206,19.0,191.0,121.0,390.0
5,205,16.0,294.0,50.0,23.0
5,66,19.0,263.0,125.0,178.0
5,223,12.0,280.0,34.0,21.0
2,388,14.0,317.0,96.0,363.0
3,112,9.0,397.0,68.0,19.0
6,36,16.0,160.0,100.0,121.0
4,176,19.0,229.0,23.0,262.0
4,319,23.0,293.0,100.0,158.0
3,210,6.0,375.0,101.0,339.0
7,226,17.0,51.0,53.0,60.0
2,280,9.0,190.0,25.0,79.0
5,102,12.0,110.0,74.0,229.0
4,240,18.0,270.0,57.0,83.0
5,286,15.0,110.0,121.0,34.0
1,267,5.0,269.0,103.0,39.0
1,189,12.0,216.0,81.0,227.0
3,225,13.0,85.0,51.0,22.0
7,306,13.0,99.0,109.0,288.0
2,49,7.0,68.0,69.0,330.0
3,385,5.0,241.0,18.0,113.0
6,126,11.0,60.0,73.0,264.0
2,209,14.0,225.0,91.0,117.0
5,79,7.0,204.0,43.0,267.0
1,29,21.0,314.0,105.0,213.0
1,208,23.0,160.0,116.0,14.0
1,174,19.0,154.0,92.0,190.0
3,309,21.0,342.0,125.0,152.0
3,384,7.0,317.0,121.0,136.0
4,240,22.0,309.0,22.0,364.0
5,47,10.0,126.0,30.0,237.0
5,233,8.0,275.0,108.0,246.0
6,73,13.0,240.0,31.0,198.0
4,290,11.0,180.0,95.0,309.0
3,200,4.0,343.0,113.0,112.0
2,173,14.0,301.0,121.0,377.0
6,58,9.0,394.0,66.0,13.0
7,186,4.0,246.0,110.0,345.0
3,398,6.0,49.0,119.0,290.0
6,198,6.0,136.0,82.0,318.0
1,268,16.0,193.0,84.0,243.0
4,360,22.0,127.0,16.0,227.0
6,209,23.0,26.0,64.0,303.0
4,67,7.0,26.0,110.0,376.0
5,280,10.0,48.0,91.0,321.0
4,374,15.0,225.0,83.0,53.0
7,241,22.0,23.0,34.0,54.0
5,111,22.0,219.0,33.0,71.0
7,162,20.0,353.0,83.0,203.0
6,15,20.0,344.0,84.0,19.0
5,335,12.0,197.0,117.0,137.0
4,302,23.0,222.0,45.0,274.0
3,126,20.0,138.0,112.0,230.0
2,33,20.0,91.0,43.0,129.0
6,280,10.0,47.0,36.0,207.0
4,334,17.0,264.0,72.0,28.0
3,16,7.0,213.0,18.0,286.0
5,197,5.0,215.0,88.0,331.0
3,319,19.0,390.0,42.0,267.0
3,225,4.0,194.0,84.0,382.0
2,75,8.0,187.0,51.0,397.0
7,48,13.0,389.0,90.0,288.0
4,38,15.0,155.0,42.0,85.0
4,346,20.0,336.0,101.0,377.0
2,83,12.0,261.0,110.0,171.0
3,78,10.0,171.0,66.0,91.0
1,109,17.0,187.0,20.0,229.0
6,166,13.0,76.0,37.0,288.0
7,91,16.0,331.0,53.0,77.0
2,181,20.0,143.0,110.0,115.0
6,123,22.0,228.0,81.0,117.0
5,54,9.0,161.0,85.0,54.0
1,298,6.0,333.0,73.0,391.0
2,262,16.0,311.0,116.0,12.0
2,119,17.0,164.0,63.0,16.0
5,115,9.0,241.0,116.0,185.0
4,53,8.0,112.0,69.0,65.0
7,124,16.0,22.0,123.0,305.0
5,197,19.0,182.0,81.0,357.0
1,238,8.0,20.0,58.0,31.0
5,186,13.0,125.0,126.0,332.0
4,116,14.0,336.0,104.0,261.0
7,163,10.0,54.0,64.0,298.0
6,35,14.0,390.0,118.0,175.0
7,108,17.0,175.0,76.0,359.0
7,113,5.0,349.0,73.0,137.0
3,88,21.0,142.0,44.0,20.0
2,195,8.0,252.0,106.0,120.0
3,138,13.0,179.0,123.0,78.0
5,33,21.0,234.0,24.0,197.0
3,183,19.0,367.0,123.0,270.0
5,343,6.0,165.0,30.0,153.0
1,292,5.0,178.0,26.0,273.0
7,365,16.0,289.0,43.0,175.0
4,26,10.0,56.0,46.0,382.0
2,223,8.0,235.0,106.0,99.0
5,67,19.0,156.0,87.0,230.0
5,264,12.0,358.0,20.0,51.0
5,157,22.0,269.0,51.0,67.0
2,395,4.0,212.0,88.0,138.0
6,389,4.0,48.0,68.0,323.0
6,377,9.0,75.0,35.0,377.0
7,146,21.0,202.0,124.0,114.0
3,301,6.0,168.0,126.0,320.0
1,289,22.0,219.0,43.0,25.0
5,320,9.0,19.0,74.0,252.0
7,88,16.0,239.0,113.0,202.0
4,284,16.0,217.0,94.0,124.0
5,86,14.0,331.0,121.0,224.0
1,198,9.0,195.0,35.0,126.0
2,353,9.0,226.0,51.0,37.0
3,21,4.0,208.0,95.0,92.0
4,326,22.0,350.0,122.0,381.0
6,235,17.0,258.0,44.0,99.0
7,196,13.0,89.0,46.0,82.0
4,371,8.0,336.0,17.0,185.0
4,276,4.0,258.0,125.0,368.0
7,109,22.0,229.0,73.0,11.0
6,24,17.0,34.0,116.0,153.0
7,110,21.0,11.0,22.0,256.0
2,373,23.0,218.0,33.0,71.0
2,280,14.0,310.0,72.0,390.0
3,148,13.0,33.0,93.0,152.0
5,59,6.0,84.0,118.0,84.0
6,200,21.0,306.0,77.0,329.0
7,57,10.0,48.0,97.0,29.0
4,18,20.0,170.0,117.0,205.0
3,52,8.0,88.0,93.0,101.0
6,109,5.0,141.0,67.0,17.0
4,267,7.0,226.0,82.0,123.0
7,346,4.0,137.0,91.0,140.0
7,151,8.0,365.0,45.0,395.0
2,238,7.0,301.0,77.0,77.0
6,177,23.0,178.0,40.0,150.0
4,171,7.0,309.0,70.0,139.0
3,314,20.0,197.0,46.0,139.0
4,199,17.0,110.0,116.0,80.0
4,249,22.0,220.0,82.0,12.0
7,198,16.0,146.0,73.0,213.0
7,371,9.0,371.0,115.0,20.0
3,50,19.0,322.0,118.0,155.0
1,48,15.0,245.0,100.0,113.0
2,295,10.0,172.0,37.0,196.0
4,271,12.0,73.0,20.0,337.0
4,245,15.0,265.0,98.0,25.0
1,49,14.0,171.0,38.0,35.0
5,391,9.0,64.0,111.0,81.0
7,319,9.0,197.0,45.0,214.0
4,332,21.0,390.0,53.0,378.0
2,287,11.0,322.0,21.0,59.0
6,228,23.0,284.0,53.0,225.0
5,298,22.0,49.0,33.0,81.0
5,350,22.0,179.0,67.0,278.0
5,271,8.0,278.0,49.0,239.0
3,74,4.0,27.0,63.0,332.0
4,248,19.0,250.0,91.0,332.0
6,19,13.0,256.0,106.0,72.0
2,186,9.0,159.0,56.0,302.0
6,48,17.0,60.0,89.0,201.0
4,342,21.0,150.0,47.0,252.0
6,234,12.0,192.0,40.0,332.0
3,240,6.0,335.0,102.0,258.0
2,384,21.0,338.0,121.0,207.0
4,139,21.0,342.0,91.0,213.0
2,152,6.0,365.0,102.0,78.0
3,342,6.0,325.0,46.0,103.0
6,71,13.0,217.0,17.0,114.0
5,46,5.0,224.0,20.0,350.0
5,132,5.0,40.0,92.0,184.0
4,88,22.0,291.0,68.0,78.0
6,125,21.0,303.0,31.0,381.0
2,383,11.0,396.0,121.0,98.0
7,32,12.0,276.0,65.0,197.0
6,144,8.0,356.0,78.0,217.0
2,137,20.0,225.0,97.0,155.0
3,364,17.0,124.0,22.0,99.0
7,276,14.0,386.0,64.0,286.0
6,388,6.0,368.0,122.0,102.0
2,241,9.0,332.0,48.0,82.0
5,284,4.0,316.0,69.0,28.0
3,190,8.0,57.0,100.0,227.0
3,92,22.0,341.0,65.0,282.0
3,186,8.0,368.0,35.0,146.0
5,125,11.0,170.0,112.0,110.0
7,102,11.0,221.0,62.0,246.0
4,237,15.0,374.0,61.0,131.0
7,168,11.0,393.0,29.0,265.0
5,395,19.0,38.0,47.0,375.0
4,38,20.0,66.0,33.0,291.0
2,212,21.0,247.0,24.0,236.0
6,35,9.0,110.0,101.0,62.0
5,284,5.0,205.0,52.0,38.0
5,162,20.0,16.0,123.0,332.0
3,27,6.0,30.0,68.0,87.0
5,61,12.0,292.0,71.0,84.0
3,215,9.0,112.0,54.0,180.0
5,318,17.0,208.0,38.0,78.0
1,162,13.0,282.0,50.0,158.0
4,15,19.0,118.0,73.0,362.0
7,170,23.0,223.0,103.0,292.0
6,237,21.0,288.0,62.0,212.0
6,129,22.0,203.0,101.0,33.0
4,229,23.0,315.0,26.0,172.0
7,133,5.0,223.0,43.0,219.0
5,398,15.0,335.0,93.0,229.0
7,378,4.0,53.0,39.0,127.0
6,200,15.0,372.0,113.0,337.0
4,305,23.0,51.0,41.0,302.0
7,212,16.0,397.0,113.0,136.0
1,339,10.0,184.0,82.0,232.0
5,355,10.0,62.0,126.0,259.0
6,325,21.0,373.0,26.0,332.0
6,213,19.0,16.0,34.0,18.0
1,155,9.0,206.0,94.0,36.0
3,207,19.0,243.0,43.0,132.0
3,328,23.0,117.0,126.0,249.0
4,163,11.0,200.0,37.0,366.0
7,103,7.0,264.0,120.0,267.0
2,395,13.0,245.0,122.0,230.0
4,212,11.0,255.0,109.0,210.0
1,172,11.0,307.0,126.0,234.0
3,174,5.0,385.0,119.0,164.0
3,213,6.0,208.0,77.0,161.0
5,346,14.0,17.0,54.0,172.0
4,54,18.0,392.0,64.0,47.0
6,213,20.0,184.0,107.0,43.0
7,281,20.0,214.0,125.0,383.0
1,220,6.0,21.0,88.0,242.0
6,134,20.0,20.0,68.0,215.0
6,337,4.0,127.0,118.0,369.0
5,75,7.0,295.0,51.0,161.0
3,330,23.0,367.0,28.0,102.0
1,197,14.0,205.0,110.0,42.0
2,71,23.0,144.0,87.0,279.0
7,163,10.0,16.0,127.0,372.0
6,110,13.0,249.0,58.0,380.0
1,389,11.0,242.0,114.0,336.0
1,232,23.0,149.0,23.0,100.0
5,141,8.0,32.0,48.0,346.0
4,299,16.0,238.0,127.0,371.0
6,251,8.0,165.0,108.0,29.0
4,286,21.0,391.0,53.0,114.0
4,335,13.0,377.0,27.0,354.0
7,284,17.0,164.0,118.0,233.0
5,250,19.0,217.0,69.0,219.0
6,340,22.0,175.0,111.0,355.0
1,168,7.0,309.0,91.0,101.0
2,153,12.0,185.0,85.0,142.0
6,387,6.0,239.0,108.0,55.0
2,290,19.0,354.0,37.0,17.0
7,209,23.0,193.0,35.0,343.0
7,145,12.0,196.0,54.0,187.0
6,103,15.0,251.0,119.0,296.0
4,148,6.0,221.0,123.0,282.0
4,338,23.0,54.0,123.0,327.0
6,67,20.0,200.0,62.0,281.0
1,390,12.0,184.0,25.0,375.0
1,161,11.0,213.0,39.0,34.0
3,93,11.0,189.0,39.0,338.0
6,68,20.0,246.0,121.0,353.0
3,295,4.0,173.0,108.0,199.0
7,215,10.0,387.0,34.0,111.0
6,327,16.0,92.0,86.0,112.0
7,61,19.0,299.0,98.0,372.0
1,142,10.0,322.0,112.0,202.0
3,279,14.0,368.0,112.0,342.0
2,19,5.0,86.0,46.0,375.0
7,260,8.0,133.0,36.0,127.0
5,18,11.0,238.0,96.0,55.0
4,200,7.0,335.0,89.0,159.0
1,252,20.0,174.0,122.0,365.0
1,365,13.0,148.0,38.0,195.0
6,103,5.0,398.0,120.0,162.0
6,199,8.0,163.0,87.0,225.0
7,364,11.0,396.0,51.0,296.0
3,334,22.0,75.0,56.0,193.0
7,127,17.0,100.0,70.0,275.0
6,153,16.0,386.0,107.0,312.0
1,23,17.0,332.0,72.0,80.0
7,279,17.0,165.0,120.0,11.0
5,120,20.0,66.0,57.0,74.0
4,382,15.0,384.0,35.0,138.0
4,233,16.0,143.0,92.0,35.0
3,82,4.0,31.0,62.0,297.0
1,360,19.0,262.0,45.0,240.0
4,328,9.0,277.0,86.0,100.0
5,303,13.0,148.0,24.0,119.0
6,344,12.0,296.0,96.0,227.0
1,19,5.0,280.0,97.0,211.0
4,46,14.0,118.0,57.0,197.0
7,251,18.0,91.0,126.0,334.0
2,118,23.0,158.0,120.0,329.0
1,71,7.0,287.0,56.0,80.0
7,278,4.0,279.0,21.0,200.0
2,300,16.0,289.0,43.0,217.0
1,329,5.0,247.0,101.0,316.0
7,299,20.0,63.0,44.0,19.0
7,374,10.0,294.0,121.0,266.0
4,127,14.0,147.0,54.0,74.0
2,88,13.0,35.0,30.0,197.0
6,399,22.0,65.0,25.0,349.0
4,366,20.0,82.0,38.0,118.0
5,196,23.0,365.0,122.0,148.0
5,85,7.0,114.0,76.0,329.0
3,289,13.0,176.0,46.0,19.0
2,165,12.0,220.0,23.0,214.0
4,70,19.0,248.0,74.0,207.0
3,339,18.0,197.0,45.0,29.0
1,207,7.0,141.0,115.0,387.0
3,155,16.0,262.0,17.0,203.0
6,198,5.0,42.0,47.0,213.0
6,65,22.0,37.0,16.0,81.0
7,368,15.0,114.0,34.0,175.0
2,57,12.0,390.0,45.0,375.0
5,15,9.0,296.0,46.0,256.0
6,365,17.0,254.0,93.0,99.0
2,122,7.0,94.0,86.0,287.0
4,258,23.0,352.0,41.0,32.0
2,11,17.0,42.0,56.0,239.0
4,164,5.0,326.0,43.0,114.0
2,385,4.0,10.0,81.0,262.0
1,375,8.0,280.0,56.0,294.0
5,274,13.0,108.0,33.0,248.0
5,65,19.0,139.0,29.0,319.0
2,137,6.0,224.0,82.0,351.0
7,301,14.0,359.0,96.0,151.0
7,57,19.0,24.0,109.0,148.0
6,69,15.0,339.0,19.0,181.0
2,68,17.0,123.0,59.0,249.0
4,140,14.0,308.0,106.0,349.0
7,345,21.0,187.0,92.0,265.0
6,103,13.0,163.0,34.0,220.0
2,97,19.0,162.0,73.0,254.0
1,213,11.0,137.0,58.0,253.0
6,89,18.0,226.0,64.0,58.0
5,386,12.0,86.0,94.0,280.0
4,131,6.0,296.0,59.0,166.0
3,331,5.0,324.0,35.0,337.0
3,115,4.0,141.0,70.0,354.0
6,284,6.0,147.0,30.0,159.0
3,298,18.0,279.0,51.0,370.0
6,20,9.0,54.0,64.0,120.0
4,54,20.0,172.0,86.0,66.0
3,61,11.0,195.0,56.0,139.0
2,241,11.0,12.0,28.0,316.0
7,77,22.0,199.0,55.0,216.0
2,125,23.0,62.0,58.0,205.0
7,117,16.0,82.0,35.0,374.0
2,32,9.0,342.0,123.0,238.0
2,250,10.0,323.0,111.0,23.0
3,350,20.0,86.0,70.0,348.0
5,232,5.0,391.0,87.0,32.0
6,153,19.0,152.0,96.0,169.0
3,170,16.0,260.0,81.0,161.0
5,207,18.0,153.0,124.0,20.0
5,147,5.0,233.0,118.0,79.0
2,86,15.0,347.0,93.0,339.0
4,96,23.0,55.0,46.0,67.0
5,234,9.0,258.0,58.0,222.0
2,129,22.0,159.0,91.0,240.0
7,105,17.0,363.0,76.0,309.0
4,141,11.0,255.0,101.0,227.0
1,140,19.0,326.0,122.0,336.0
2,150,4.0,66.0,105.0,335.0
7,156,14.0,142.0,45.0,297.0
1,212,18.0,366.0,101.0,244.0
2,290,15.0,29.0,111.0,172.0
1,284,8.0,338.0,100.0,297.0
4,96,23.0,47.0,85.0,357.0
3,163,22.0,150.0,73.0,262.0
3,80,15.0,149.0,125.0,91.0
1,390,23.0,277.0,41.0,108.0
4,28,14.0,210.0,45.0,384.0
6,357,4.0,290.0,124.0,357.0
4,158,8.0,156.0,39.0,82.0
3,283,17.0,355.0,118.0,19.0
1,330,19.0,355.0,18.0,279.0
3,145,11.0,395.0,52.0,231.0
1,390,13.0,224.0,19.0,258.0
6,328,13.0,330.0,101.0,83.0
3,278,4.0,355.0,26.0,79.0
2,219,23.0,278.0,16.0,207.0
3,26,18.0,306.0,47.0,73.0
2,76,23.0,37.0,89.0,346.0
2,342,11.0,62.0,126.0,34.0
1,137,19.0,304.0,107.0,366.0
5,95,23.0,65.0,56.0,57.0
3,277,4.0,287.0,87.0,65.0
4,104,16.0,296.0,103.0,399.0
7,78,23.0,234.0,64.0,325.0
5,342,17.0,116.0,122.0,11.0
5,56,23.0,35.0,88.0,154.0
5,140,21.0,134.0,75.0,70.0
3,237,22.0,132.0,32.0,341.0
3,368,22.0,158.0,26.0,157.0
6,339,15.0,282.0,117.0,134.0
4,268,6.0,267.0,32.0,98.0
3,279,19.0,396.0,107.0,280.0
7,397,7.0,174.0,109.0,36.0
5,325,22.0,17.0,47.0,246.0
6,339,13.0,343.0,69.0,128.0
7,288,20.0,348.0,120.0,126.0
6,49,10.0,296.0,42.0,311.0
6,99,23.0,240.0,50.0,345.0
2,297,14.0,322.0,100.0,146.0
4,75,20.0,336.0,123.0,135.0
2,258,18.0,88.0,96.0,204.0
4,173,17.0,389.0,48.0,393.0
1,179,17.0,52.0,95.0,132.0
5,354,19.0,358.0,88.0,346.0
5,79,12.0,40.0,97.0,76.0
7,197,17.0,208.0,33.0,300.0
1,57,10.0,216.0,79.0,195.0
7,172,20.0,65.0,104.0,109.0
2,337,18.0,249.0,76.0,387.0
5,266,8.0,356.0,100.0,50.0
4,322,16.0,74.0,114.0,97.0
4,263,4.0,78.0,75.0,253.0
1,33,4.0,266.0,76.0,156.0
5,243,13.0,140.0,93.0,388.0
3,27,14.0,59.0,112.0,64.0
7,254,7.0,187.0,46.0,40.0
3,44,8.0,179.0,18.0,379.0
1,34,13.0,195.0,39.0,198.0
2,175,15.0,41.0,84.0,131.0
5,71,6.0,326.0,105.0,115.0
6,300,10.0,317.0,66.0,251.0
2,120,14.0,301.0,17.0,121.0
4,244,20.0,236.0,54.0,81.0
5,243,14.0,124.0,32.0,98.0
4,143,20.0,163.0,117.0,359.0
3,50,4.0,365.0,105.0,119.0
3,376,20.0,175.0,87.0,175.0
5,377,16.0,198.0,37.0,18.0
4,106,13.0,322.0,88.0,282.0
7,136,10.0,63.0,95.0,134.0
5,345,11.0,347.0,21.0,14.0
7,244,5.0,251.0,70.0,347.0
3,151,10.0,296.0,126.0,144.0
7,191,19.0,56.0,53.0,317.0
4,163,17.0,116.0,44.0,85.0
7,140,9.0,314.0,32.0,73.0
7,259,15.0,63.0,87.0,277.0
4,333,8.0,68.0,65.0,48.0
3,167,7.0,323.0,96.0,383.0
7,386,20.0,99.0,115.0,267.0
5,136,15.0,30.0,111.0,254.0
7,70,20.0,169.0,96.0,82.0
6,294,22.0,269.0,100.0,275.0
6,371,6.0,184.0,125.0,219.0
2,313,15.0,140.0,51.0,19.0
2,140,6.0,294.0,50.0,241.0
4,38,17.0,185.0,51.0,244.0
7,21,12.0,286.0,124.0,217.0
7,201,14.0,256.0,119.0,348.0
2,280,17.0,287.0,109.0,104.0
3,34,19.0,362.0,110.0,62.0
4,335,6.0,336.0,42.0,227.0
1,304,10.0,122.0,92.0,315.0
4,260,5.0,130.0,34.0,305.0
5,114,4.0,48.0,53.0,192.0
1,154,4.0,209.0,90.0,192.0
1,75,23.0,182.0,66.0,197.0
6,363,21.0,296.0,90.0,355.0
2,301,23.0,21.0,17.0,104.0
6,340,17.0,396.0,74.0,37.0
5,317,4.0,94.0,30.0,278.0
2,316,17.0,242.0,69.0,31.0
1,387,13.0,335.0,60.0,147.0
3,376,7.0,273.0,115.0,181.0
3,297,20.0,130.0,75.0,49.0
3,108,4.0,182.0,98.0,95.0
3,28,7.0,137.0,19.0,12.0
2,320,15.0,353.0,106.0,236.0
3,290,23.0,193.0,107.0,295.0
7,201,17.0,19.0,33.0,164.0
5,321,14.0,68.0,118.0,380.0
4,129,15.0,17.0,26.0,309.0
3,388,4.0,213.0,63.0,93.0
1,10,6.0,334.0,78.0,396.0
7,137,21.0,104.0,79.0,391.0
4,321,10.0,345.0,92.0,265.0
4,313,19.0,169.0,120.0,280.0
5,326,12.0,236.0,107.0,373.0
1,260,4.0,223.0,89.0,333.0
5,130,8.0,332.0,55.0,203.0
5,78,10.0,251.0,127.0,13.0
4,387,16.0,63.0,21.0,35.0
7,17,14.0,145.0,26.0,26.0
2,185,12.0,263.0,103.0,40.0
2,193,10.0,225.0,50.0,44.0
5,274,9.0,217.0,43.0,390.0
7,28,4.0,270.0,66.0,64.0
3,134,21.0,325.0,88.0,35.0
2,101,7.0,86.0,108.0,367.0
5,262,4.0,87.0,112.0,360.0
4,364,5.0,198.0,47.0,384.0
5,63,11.0,333.0,70.0,214.0
